id_election,annee,code_commune,population_totale,revenu_median,taux_pauvrete,taux_chomage,nb_entreprises,taux_faits_securite_pour_mille
2012_legi_t1,2012,49262,644,26900,,4.408353,9,0
2012_legi_t1,2012,49263,,,,,,
2012_legi_t1,2012,49264,,,,,,
2012_legi_t1,2012,49265,,,,,,
2012_legi_t1,2012,49266,1283,26200,,3.475596,20,0
2012_legi_t1,2012,49267,9496,26190,13,7.40234,551,5.833932
2012_legi_t1,2012,49268,,,,,,
2012_legi_t1,2012,49269,2843,26920,,4.648526,83,0
2012_legi_t1,2012,49270,,,,,,
2012_legi_t1,2012,49271,2139,27740,,4.248366,40,0
2012_legi_t1,2012,49272,1127,24170,,7.293181,15,0
2012_legi_t1,2012,49273,,,,,,
2012_legi_t1,2012,49274,,,,,,
2012_legi_t1,2012,49276,,,,,,
2012_legi_t1,2012,49277,,,,,,
2012_legi_t1,2012,49278,3617,30130,,4.372087,170,2.137827
2012_legi_t1,2012,49279,,,,,,
2012_legi_t1,2012,49280,,,,,,
2012_legi_t1,2012,49281,,,,,,
2012_legi_t1,2012,49282,,,,,,
2012_legi_t1,2012,49283,3787,26180,,3.597446,134,0
2012_legi_t1,2012,49284,1396,25550,,2.610975,41,0
2012_legi_t1,2012,49285,,,,,,
2012_legi_t1,2012,49288,225,26620,,1.886792,3,0
2012_legi_t1,2012,49289,,,,,,
2012_legi_t1,2012,49290,,,,,,
2012_legi_t1,2012,49291,386,23920,,7.116105,8,0
2012_legi_t1,2012,49292,3508,26040,,5.88723,91,0
2012_legi_t1,2012,49294,2961,28980,,5.548926,59,0
2012_legi_t1,2012,49295,,,,,,
2012_legi_t1,2012,49296,,,,,,
2012_legi_t1,2012,49297,,,,,,
2012_legi_t1,2012,49298,3860,29560,,4.592524,175,1.663237
2012_legi_t1,2012,49299,3099,26950,,5.269321,78,0
2012_legi_t1,2012,49300,,,,,,
2012_legi_t1,2012,49301,25764,26070,6.2,5.045572,702,2.905786
2012_legi_t1,2012,49302,442,22920,,7.88401,11,0
2012_legi_t1,2012,49303,,,,,,
2012_legi_t1,2012,49304,,,,,,
2012_legi_t1,2012,49305,,,,,,
2012_legi_t1,2012,49306,1693,28630,,5.499068,66,0
2012_legi_t1,2012,49307,16588,27910,5,5.369509,407,4.702786
2012_legi_t1,2012,49308,2209,31470,,3.664911,53,0
2012_legi_t1,2012,49309,,,,,,
2012_legi_t1,2012,49310,600,23100,,7.486631,17,0
2012_legi_t1,2012,49311,1319,25090,,6.143198,20,0
2012_legi_t1,2012,49312,,,,,,
2012_legi_t1,2012,49313,,,,,,
2012_legi_t1,2012,49314,,,,,,
2012_legi_t1,2012,49315,,,,,,
2012_legi_t1,2012,49316,,,,,,
2012_legi_t1,2012,49317,,,,,,
2012_legi_t1,2012,49318,,,,,,
2012_legi_t1,2012,49319,,,,,,
2012_legi_t1,2012,49320,,,,,,
2012_legi_t1,2012,49321,,,,,,
2012_legi_t1,2012,49322,,,,,,
2012_legi_t1,2012,49323,7946,27010,9,5.510893,368,5.072784
2012_legi_t1,2012,49324,,,,,,
2012_legi_t1,2012,49325,,,,,,
2012_legi_t1,2012,49326,891,29400,,2.131467,11,0
2012_legi_t1,2012,49327,,,,,,
2012_legi_t1,2012,49328,26074,23990,18.8,11.223895,1155,3.923458
2012_legi_t1,2012,49329,1351,28690,,4.501217,48,0
2012_legi_t1,2012,49330,1161,26410,,5.555556,14,0
2012_legi_t1,2012,49331,17617,24390,12,6.865733,579,3.416929
2012_legi_t1,2012,49332,4199,27320,,4.794247,223,0
2012_legi_t1,2012,49333,2853,24710,,6.595864,113,2.017865
2012_legi_t1,2012,49334,341,25000,,10.614525,7,0
2012_legi_t1,2012,49335,,,,,,
2012_legi_t1,2012,49336,875,24970,,2.994242,37,0
2012_legi_t1,2012,49337,,,,,,
2012_legi_t1,2012,49338,1344,28720,,4.419192,17,0
2012_legi_t1,2012,49339,1477,27750,,5.57377,23,0
2012_legi_t1,2012,49341,691,25080,,6.639839,16,0
2012_legi_t1,2012,49342,,,,,,
2012_legi_t1,2012,49343,3178,26960,,3.93896,89,
2012_legi_t1,2012,49344,1238,26660,,4.810496,20,0
2012_legi_t1,2012,49345,5874,25780,,5.357726,195,0
2012_legi_t1,2012,49346,,,,,,
2012_legi_t1,2012,49347,4498,26990,,6.050268,176,3.10024
2012_legi_t1,2012,49348,,,,,,
2012_legi_t1,2012,49349,,,,,,
2012_legi_t1,2012,49350,,,,,,
2012_legi_t1,2012,49351,,,,,,
2012_legi_t1,2012,49352,1316,25800,,4.200542,23,0
2012_legi_t1,2012,49353,15620,23960,17,10.56916,431,2.867875
2012_legi_t1,2012,49354,,,,,,
2012_legi_t1,2012,49355,3078,26280,,4.578858,75,0
2012_legi_t1,2012,49356,,,,,,
2012_legi_t1,2012,49358,569,23910,,9.627329,27,0
2012_legi_t1,2012,49359,553,27500,,6.592584,18,0
2012_legi_t1,2012,49360,,,,,,
2012_legi_t1,2012,49361,1924,23800,,7.382358,39,0
2012_legi_t1,2012,49362,1282,27620,,7.702836,34,0
2012_legi_t1,2012,49363,,,,,,
2012_legi_t1,2012,49364,1122,24740,,5.235853,35,0
2012_legi_t1,2012,49365,,,,,,
2012_legi_t1,2012,49366,,,,,,
2012_legi_t1,2012,49367,5784,25210,,5.805901,120,0.73912
2012_legi_t1,2012,49368,2006,22870,,9.527825,63,0
2012_legi_t1,2012,49369,1330,22660,,8.293059,42,0
2012_legi_t1,2012,49370,459,25750,,5,10,0
2012_legi_t1,2012,49371,1750,25110,,4.277567,32,0
2012_legi_t1,2012,49372,,,,,,
2012_legi_t1,2012,49373,7722,23890,11,7.334858,282,0
2012_legi_t1,2012,49374,1462,23700,,6.680878,19,0
2012_legi_t1,2012,49375,,,,,,
2012_legi_t1,2012,49376,,,,,,
2012_legi_t1,2012,49377,5642,28150,,3.764351,114,3.579519
2012_legi_t1,2012,49378,2599,24320,,6.025297,60,0
2012_legi_t1,2012,49380,,,,,,
2012_legi_t1,2012,49381,1829,25350,,3.873874,55,0
2012_legi_t1,2012,53001,1864,26540,,3.88601,35,0
2012_legi_t1,2012,53002,612,25350,,4.702194,16,0
2012_legi_t1,2012,53003,2603,24800,,3.749088,104,0
2012_legi_t1,2012,53004,,,,,,
2012_legi_t1,2012,53005,2324,25370,,4.484412,76,0
2012_legi_t1,2012,53006,,,,,,
2012_legi_t1,2012,53007,2908,26370,,4.250431,66,0
2012_legi_t1,2012,53008,1830,25970,,4.856906,39,0
2012_legi_t1,2012,53009,672,26650,,4.522613,23,0
2012_legi_t1,2012,53010,419,25500,,8.208472,8,0
2012_legi_t1,2012,53011,887,25720,,6.55106,25,0
2012_legi_t1,2012,53012,453,25350,,3.71517,14,0
2012_legi_t1,2012,53013,555,25130,,3.589744,20,0
2012_legi_t1,2012,53014,,,,,,
2012_legi_t1,2012,53015,1964,25810,,3.444611,34,0
2012_legi_t1,2012,53016,1220,23270,,5.412371,45,0
2012_legi_t1,2012,53017,971,23230,,6.785669,31,0
2012_legi_t1,2012,53018,1298,24480,,4.447853,47,0
2012_legi_t1,2012,53019,119,25940,,6.17284,4,0
2012_legi_t1,2012,53021,966,27810,,3.747871,12,0
2012_legi_t1,2012,53022,495,25810,,6.727829,17,0
2012_legi_t1,2012,53023,550,26550,,2.777194,6,0
2012_legi_t1,2012,53025,1086,25390,,5.232494,29,0
2012_legi_t1,2012,53026,500,26380,,4.72973,15,0
2012_legi_t1,2012,53027,203,24970,,6.298541,7,0
2012_legi_t1,2012,53028,560,25800,,6.741573,8,0
2012_legi_t1,2012,53029,1280,23330,,6.339917,41,0
2012_legi_t1,2012,53030,320,26990,,1.826484,7,0
2012_legi_t1,2012,53031,490,25540,,1.760563,15,0
2012_legi_t1,2012,53032,,,,,,
2012_legi_t1,2012,53033,116,24250,,1.219512,5,0
2012_legi_t1,2012,53034,6294,28150,,4.451879,230,1.82989
2012_legi_t1,2012,53035,611,24600,,5.042017,20,0
2012_legi_t1,2012,53036,1066,24070,,4.293538,26,0
2012_legi_t1,2012,53037,718,25240,,4.928131,11,0
2012_legi_t1,2012,53038,136,25820,,3.030303,7,0
2012_legi_t1,2012,53039,1726,24600,,4.622251,54,0
2012_legi_t1,2012,53040,618,24100,,4.324324,12,0
2012_legi_t1,2012,53041,276,25870,,6.081081,8,0
2012_legi_t1,2012,53042,833,25300,,4.878049,23,0
2012_legi_t1,2012,53043,584,24870,,7.430341,13,0
2012_legi_t1,2012,53045,674,25970,,3.498312,15,0
2012_legi_t1,2012,53046,313,25410,,7.027027,8,0
2012_legi_t1,2012,53047,254,24250,,1.851852,11,0
2012_legi_t1,2012,53048,1173,24830,,4.353933,47,0
2012_legi_t1,2012,53049,691,26880,,3.971963,6,0
2012_legi_t1,2012,53050,,,,,,
2012_legi_t1,2012,53051,624,23130,,3.519062,10,0
2012_legi_t1,2012,53052,282,25830,,6.382979,7,0
2012_legi_t1,2012,53053,495,24250,,4.907975,8,0
2012_legi_t1,2012,53054,6482,28990,,3.980776,466,1.749718
2012_legi_t1,2012,53055,599,24960,,2.97619,24,0
2012_legi_t1,2012,53056,963,27430,,5.582137,16,0
2012_legi_t1,2012,53057,503,22830,,7.840878,12,0
2012_legi_t1,2012,53058,315,25890,,3.902439,8,0
2012_legi_t1,2012,53059,413,25890,,2.371542,13,0
2012_legi_t1,2012,53061,455,24260,,2.758621,11,0
2012_legi_t1,2012,53062,16539,25180,11,6.44934,705,5.505096
2012_legi_t1,2012,53063,464,23810,,5.333333,10,0
2012_legi_t1,2012,53064,960,24540,,2.961672,31,0
2012_legi_t1,2012,53065,,,,,,
2012_legi_t1,2012,53066,1363,25080,,3.386317,29,0
2012_legi_t1,2012,53067,433,23590,,8.99664,10,0
2012_legi_t1,2012,53068,155,23720,,5.825243,8,0
2012_legi_t1,2012,53069,152,21580,,7.207207,5,0
2012_legi_t1,2012,53071,477,23180,,2.702703,17,0
2012_legi_t1,2012,53072,1289,26020,,5.288462,22,0
2012_legi_t1,2012,53073,919,22980,,7.394958,24,0
2012_legi_t1,2012,53074,840,26970,,3.103448,20,0
2012_legi_t1,2012,53075,298,23770,,2.808989,6,0
2012_legi_t1,2012,53076,307,24720,,4.166667,11,0
2012_legi_t1,2012,53077,3208,25160,,2.780772,124,0
2012_legi_t1,2012,53078,867,24740,,4.90566,21,0
2012_legi_t1,2012,53079,377,22100,,3.669725,10,0
2012_legi_t1,2012,53080,114,20910,,13.114754,7,0
2012_legi_t1,2012,53082,633,24840,,2.926829,15,0
2012_legi_t1,2012,53083,808,23610,,5.482042,26,0
2012_legi_t1,2012,53084,4415,24560,13,5.938649,210,0.993331
2012_legi_t1,2012,53085,197,26950,,2.439024,3,0
2012_legi_t1,2012,53086,633,24570,,5.626598,24,0
2012_legi_t1,2012,53087,226,26420,,3.821656,9,0
2012_legi_t1,2012,53088,853,24090,,3.479853,27,0
2012_legi_t1,2012,53089,533,24440,,5.862069,15,0
2012_legi_t1,2012,53090,184,26970,,4.166667,6,0
2012_legi_t1,2012,53091,461,24520,,5.802048,21,0
2012_legi_t1,2012,53092,,,,,,
2012_legi_t1,2012,53093,288,21980,,3.428571,3,0
2012_legi_t1,2012,53094,2278,26100,,3.395022,60,0
2012_legi_t1,2012,53095,,,,,,
2012_legi_t1,2012,53096,5511,24330,10,6.346852,220,0
2012_legi_t1,2012,53097,8380,24550,13,6.260147,281,0.901235
2012_legi_t1,2012,53098,423,24250,,4.1841,15,0
2012_legi_t1,2012,53099,1096,27590,,4.444444,23,0
2012_legi_t1,2012,53100,1186,23500,,4.364269,44,0
2012_legi_t1,2012,53101,838,24910,,4.950495,12,0
2012_legi_t1,2012,53102,166,23360,,9.473684,6,0
2012_legi_t1,2012,53103,2127,25680,,3.058104,43,0
2012_legi_t1,2012,53104,1351,25380,,4.377454,30,0
2012_legi_t1,2012,53105,238,26980,,4.137931,5,0
2012_legi_t1,2012,53106,541,22980,,4.791594,14,0
2012_legi_t1,2012,53107,2475,22790,,6.317369,130,0
2012_legi_t1,2012,53108,570,24770,,4.242424,27,0
2012_legi_t1,2012,53109,626,25740,,4.74934,14,0
2012_legi_t1,2012,53110,977,23710,,6.543857,39,0
2012_legi_t1,2012,53111,466,25380,,2.547771,16,0
2012_legi_t1,2012,53112,343,22120,,3.773585,15,0
2012_legi_t1,2012,53113,625,24570,,6.43136,18,0
2012_legi_t1,2012,53114,172,22320,,5.042017,1,0
2012_legi_t1,2012,53115,305,23790,,3.301887,7,0
2012_legi_t1,2012,53116,721,24300,,4.0547,29,0
2012_legi_t1,2012,53117,496,25630,,3.691275,11,0
2012_legi_t1,2012,53118,228,22210,,5.932203,8,0
2012_legi_t1,2012,53119,4554,27360,,2.784072,77,0
2012_legi_t1,2012,53120,458,24920,,5.387012,16,0
2012_legi_t1,2012,53121,1343,23870,,4.034168,60,0
2012_legi_t1,2012,53122,756,25500,,4.54638,20,0
2012_legi_t1,2012,53123,1332,24540,,4.810127,35,0
2012_legi_t1,2012,53124,1392,24910,,5.105173,44,0
2012_legi_t1,2012,53125,1100,23290,,4.21877,36,0
2012_legi_t1,2012,53126,1012,23990,,3.980892,33,0
2012_legi_t1,2012,53127,2243,25190,,5.540327,114,0
2012_legi_t1,2012,53128,322,24190,,2.649007,14,0
2012_legi_t1,2012,53129,358,26160,,6.425703,8,0
2012_legi_t1,2012,53130,49474,24120,20.3,8.801809,2292,1.776941
2012_legi_t1,2012,53131,184,24470,,4.878049,7,0
2012_legi_t1,2012,53132,274,25530,,7.446809,13,0
2012_legi_t1,2012,53133,710,22580,,5.099778,11,0
2012_legi_t1,2012,53134,187,24700,,4.210526,3,0
2012_legi_t1,2012,53135,728,25660,,4.665314,19,0
2012_legi_t1,2012,53136,1227,27030,,2.60716,20,0
2012_legi_t1,2012,53137,2724,26550,,3.776659,68,0
2012_legi_t1,2012,53138,,,,,,
2012_legi_t1,2012,53139,410,23510,,3.404255,12,0
2012_legi_t1,2012,53140,4345,26750,,4.51249,121,0
2012_legi_t1,2012,53141,1182,26550,,3.892216,22,0
2012_legi_t1,2012,53142,284,25520,,6.320787,10,0
2012_legi_t1,2012,53143,510,26710,,3.438395,11,0
2012_legi_t1,2012,53144,750,25420,,2.469136,20,0
2012_legi_t1,2012,53145,543,25050,,5.714286,15,0
2012_legi_t1,2012,53146,1884,27080,,3.434236,54,0
2012_legi_t1,2012,53147,12854,24830,15,7.961563,556,2.192961
2012_legi_t1,2012,53148,230,23760,,3.875969,10,0
2012_legi_t1,2012,53150,907,26600,,5.203252,26,0
2012_legi_t1,2012,53151,1075,24570,,3.865546,26,0
2012_legi_t1,2012,53152,2784,23330,,5.953161,122,0
2012_legi_t1,2012,53153,625,24880,,3.818616,11,0
2012_legi_t1,2012,53154,883,24040,,4.967603,32,0
2012_legi_t1,2012,53155,1307,25320,,5.160496,34,0
2012_legi_t1,2012,53156,250,27530,,4.907975,10,0
2012_legi_t1,2012,53157,1342,27480,,2.160864,22,0
2012_legi_t1,2012,53158,1030,25180,,4.559748,32,0
2012_legi_t1,2012,53159,,,,,,
2012_legi_t1,2012,53160,374,24270,,5.952381,14,0
2012_legi_t1,2012,53161,3192,24680,,5.517043,104,0
2012_legi_t1,2012,53162,977,27330,,4.097156,20,0
2012_legi_t1,2012,53163,757,24060,,6,14,0
2012_legi_t1,2012,53164,345,23570,,5.627706,14,0
2012_legi_t1,2012,53165,347,27460,,6.751055,1,0
2012_legi_t1,2012,53168,1250,25200,,3.988085,28,0
2012_legi_t1,2012,53169,406,26280,,3.942652,8,0
2012_legi_t1,2012,53170,1124,25420,,4.431441,25,0
2012_legi_t1,2012,53172,394,27690,,3.358209,9,0
2012_legi_t1,2012,53173,177,25010,,8.823529,4,0
2012_legi_t1,2012,53174,841,26960,,3.838384,20,0
2012_legi_t1,2012,53175,1384,27440,,4.708798,29,0
2012_legi_t1,2012,53176,522,24150,,3.610108,17,0
2012_legi_t1,2012,53177,296,24750,,6.315789,11,0
2012_legi_t1,2012,53178,228,26730,,3.703704,9,0
2012_legi_t1,2012,53179,354,24670,,5.820106,7,0
2012_legi_t1,2012,53180,659,25530,,5.882259,31,0
2012_legi_t1,2012,53181,808,23480,,4.162964,28,0
2012_legi_t1,2012,53182,1816,24100,,7.248806,36,0
2012_legi_t1,2012,53184,161,28640,,4.807692,6,0
2012_legi_t1,2012,53185,2300,23140,,6.84986,89,0
2012_legi_t1,2012,53186,2141,24480,,3.766816,73,0
2012_legi_t1,2012,53187,230,25070,,1.587302,7,0
2012_legi_t1,2012,53188,2506,23090,,7.970027,56,0
2012_legi_t1,2012,53189,111,25370,,2.777778,6,0
2012_legi_t1,2012,53190,464,23970,,4.779412,14,0
2012_legi_t1,2012,53191,250,22560,,6.666667,8,0
2012_legi_t1,2012,53192,311,22110,,7.425743,6,0
2012_legi_t1,2012,53193,575,26060,,3.951368,9,0
2012_legi_t1,2012,53194,,,,,,
2012_legi_t1,2012,53195,484,27430,,4.946996,9,0
2012_legi_t1,2012,53196,350,24210,,5.309735,16,0
2012_legi_t1,2012,53197,934,22440,,4.336284,37,0
2012_legi_t1,2012,53198,223,23780,,10.126582,6,0
2012_legi_t1,2012,53199,212,23360,,2.142857,4,0
2012_legi_t1,2012,53200,1181,27620,,3.984576,14,0
2012_legi_t1,2012,53201,7384,26720,10,5.852496,476,2.98603
2012_legi_t1,2012,53202,294,24170,,5.555556,14,0
2012_legi_t1,2012,53203,524,24760,,5.607477,6,0
2012_legi_t1,2012,53204,399,24750,,11.73913,8,0
2012_legi_t1,2012,53205,,,,,,
2012_legi_t1,2012,53206,219,26530,,7.042254,4,0
2012_legi_t1,2012,53207,,,,,,
2012_legi_t1,2012,53208,502,24350,,5.154639,10,0
2012_legi_t1,2012,53209,559,26170,,3.988604,13,0
2012_legi_t1,2012,53210,1512,24730,,6.107746,38,0
2012_legi_t1,2012,53211,1440,24620,,3.409096,54,0
2012_legi_t1,2012,53212,456,27900,,2.746184,8,0
2012_legi_t1,2012,53213,496,22430,,5.16129,11,0
2012_legi_t1,2012,53214,154,24840,,7.54717,5,0
2012_legi_t1,2012,53215,,,,,,
2012_legi_t1,2012,53216,946,25120,,4.559847,20,0
2012_legi_t1,2012,53218,770,25000,,5.740741,23,0
2012_legi_t1,2012,53219,1381,26250,,3.837719,38,0
2012_legi_t1,2012,53220,378,25020,,6.666667,8,0
2012_legi_t1,2012,53221,394,23240,,6.826529,10,0
2012_legi_t1,2012,53222,365,25040,,3.888889,5,0
2012_legi_t1,2012,53223,329,22500,,7.81893,16,0
2012_legi_t1,2012,53224,1179,26630,,2.799378,16,0
2012_legi_t1,2012,53225,513,25200,,5.376344,13,0
2012_legi_t1,2012,53226,808,25350,,3.968254,22,0
2012_legi_t1,2012,53228,556,23890,,4.502188,16,0
2012_legi_t1,2012,53229,1689,28550,,2.603037,25,0
2012_legi_t1,2012,53230,257,24340,,5.806452,6,0
2012_legi_t1,2012,53231,,,,,,
2012_legi_t1,2012,53232,323,24850,,6.951872,10,0
2012_legi_t1,2012,53233,335,23420,,7.488987,9,0
2012_legi_t1,2012,53234,321,26260,,3.587444,8,0
2012_legi_t1,2012,53235,228,24010,,5.263158,8,0
2012_legi_t1,2012,53236,166,22860,,5.504587,9,0
2012_legi_t1,2012,53237,440,23740,,5.179029,13,0
2012_legi_t1,2012,53238,521,24400,,1.570681,14,0
2012_legi_t1,2012,53239,,,,,,
2012_legi_t1,2012,53240,425,23970,,4.95356,10,0
2012_legi_t1,2012,53241,,,,,,
2012_legi_t1,2012,53242,255,26100,,5.369128,8,0
2012_legi_t1,2012,53243,1782,26650,,5.375348,41,0
2012_legi_t1,2012,53244,,,,,,
2012_legi_t1,2012,53245,927,24850,,2.241379,40,0
2012_legi_t1,2012,53246,1761,24420,,6.689835,40,0
2012_legi_t1,2012,53247,2313,25620,,5.233034,50,0
2012_legi_t1,2012,53248,132,23290,,5.494505,5,0
2012_legi_t1,2012,53249,1107,23440,,7.006348,42,0
2012_legi_t1,2012,53250,391,23510,,5.652174,10,0
2012_legi_t1,2012,53251,475,25640,,5.15873,16,0
2012_legi_t1,2012,53252,,,,,,
2012_legi_t1,2012,53253,518,22690,,4.126984,10,0
2012_legi_t1,2012,53254,,,,,,
2012_legi_t1,2012,53255,1197,25270,,4.147392,32,0
2012_legi_t1,2012,53256,162,25070,,8.917197,10,0
2012_legi_t1,2012,53257,328,25280,,8.988764,18,0
2012_legi_t1,2012,53258,901,25120,,4.715048,36,0
2012_legi_t1,2012,53259,376,23580,,2.272727,23,0
2012_legi_t1,2012,53260,386,24650,,5.990783,15,0
2012_legi_t1,2012,53261,149,24920,,8.421053,7,0
2012_legi_t1,2012,53262,1060,25000,,4.427416,31,0
2012_legi_t1,2012,53263,270,23970,,4.494382,9,0
2012_legi_t1,2012,53264,190,23070,,8.108108,7,0
2012_legi_t1,2012,53265,770,23840,,5.963626,16,0
2012_legi_t1,2012,53266,227,25190,,4.794521,4,0
2012_legi_t1,2012,53267,1164,24120,,6.456954,60,0
2012_legi_t1,2012,53269,612,24410,,2.832861,21,0
2012_legi_t1,2012,53270,110,25040,,3.278689,3,0
2012_legi_t1,2012,53271,2682,23640,,7.135991,111,0
2012_legi_t1,2012,53272,192,21900,,10.92437,6,0
2012_legi_t1,2012,53273,1080,26060,,4.6784,34,0
2012_legi_t1,2012,53274,,,,,,
2012_legi_t1,2012,53276,905,23090,,6.788991,17,0
2012_legi_t1,2012,72001,1681,27990,,4.583723,26,0
2012_legi_t1,2012,72002,199,24850,,4.72973,5,0
2012_legi_t1,2012,72003,10740,20890,27,12.245126,239,3.296086
2012_legi_t1,2012,72004,569,26440,,4,12,0
2012_legi_t1,2012,72005,917,24560,,2.946274,17,0
2012_legi_t1,2012,72006,1897,26810,,6.212277,123,
2012_legi_t1,2012,72007,499,26570,,9.324759,10,0
2012_legi_t1,2012,72008,5463,25890,11,7.569999,235,4.477107
2012_legi_t1,2012,72009,351,24400,,7.723577,5,0
2012_legi_t1,2012,72010,337,25320,,6.692913,8,0
2012_legi_t1,2012,72011,898,24120,,6.072106,21,0
2012_legi_t1,2012,72012,478,25870,,4.290429,13,0
2012_legi_t1,2012,72013,2131,23090,,8.217732,42,0
2012_legi_t1,2012,72015,107,24770,,10.294118,3,0
2012_legi_t1,2012,72016,1458,24330,,7.666665,31,0
2012_legi_t1,2012,72017,229,27200,,3.246753,9,0
2012_legi_t1,2012,72018,88,,,2.666667,2,0
2012_legi_t1,2012,72019,335,25580,,2.845528,14,0
2012_legi_t1,2012,72020,692,25880,,5.179283,15,0
2012_legi_t1,2012,72021,572,24350,,7.670455,13,
2012_legi_t1,2012,72022,1217,23910,,9.366391,36,0
2012_legi_t1,2012,72023,2270,24620,,4.63204,51,0
2012_legi_t1,2012,72024,3748,28010,,5.002156,82,0
2012_legi_t1,2012,72025,1946,25020,,7.043238,42,2.509498
2012_legi_t1,2012,72026,1523,26320,,3.860523,24,0
2012_legi_t1,2012,72027,329,25140,,9.134615,6,0
2012_legi_t1,2012,72028,476,24810,,7.861635,18,0
2012_legi_t1,2012,72029,1974,23110,,7.830536,73,0
2012_legi_t1,2012,72031,543,24620,,7.236412,15,0
2012_legi_t1,2012,72032,334,25250,,6.808511,6,0
2012_legi_t1,2012,72033,,,,,,
2012_legi_t1,2012,72034,434,28460,,4.195804,13,0
2012_legi_t1,2012,72035,2025,24030,,6.561086,58,0
2012_legi_t1,2012,72036,306,25350,,3.259231,6,0
2012_legi_t1,2012,72037,129,23500,,13.461538,1,0
2012_legi_t1,2012,72038,534,24980,,9.927361,7,0
2012_legi_t1,2012,72039,3721,23060,,7.811765,90,0
2012_legi_t1,2012,72040,153,22850,,5.194805,5,0
2012_legi_t1,2012,72041,352,25620,,4.891304,11,0
2012_legi_t1,2012,72042,2121,24280,,8.450557,86,0
2012_legi_t1,2012,72043,335,25970,,4.123997,3,0
2012_legi_t1,2012,72044,431,24940,,7.368421,9,0
2012_legi_t1,2012,72045,781,26420,,5.217391,9,0
2012_legi_t1,2012,72046,1562,24720,,5.02924,23,0
2012_legi_t1,2012,72047,2127,26250,,5.601817,28,2.361088
2012_legi_t1,2012,72048,537,25290,,2.12766,8,0
2012_legi_t1,2012,72049,250,22810,,5.806452,13,0
2012_legi_t1,2012,72050,1525,24140,,5.902541,79,0
2012_legi_t1,2012,72051,3365,26370,,5.179053,83,0
2012_legi_t1,2012,72052,668,26200,,3.282828,14,0
2012_legi_t1,2012,72053,1161,26330,,5.853051,13,0
2012_legi_t1,2012,72054,3680,25470,,7.709751,111,0
2012_legi_t1,2012,72056,1303,25700,,3.108413,15,0
2012_legi_t1,2012,72057,68,,,3.389831,0,0
2012_legi_t1,2012,72058,6803,28860,7,5.309514,183,5.952381
2012_legi_t1,2012,72059,816,24720,,4.878049,36,0
2012_legi_t1,2012,72060,282,22860,,8.823529,7,0
2012_legi_t1,2012,72061,1725,24860,,7.55102,24,0
2012_legi_t1,2012,72062,779,25730,,6.902357,22,0
2012_legi_t1,2012,72063,,,,,,
2012_legi_t1,2012,72064,517,26080,,4.705882,16,0
2012_legi_t1,2012,72065,2252,29750,,3.530592,287,0
2012_legi_t1,2012,72066,421,27040,,4.561404,4,0
2012_legi_t1,2012,72067,998,25130,,6.055363,15,0
2012_legi_t1,2012,72068,1370,23120,,10.643966,78,0
2012_legi_t1,2012,72069,,,,,,
2012_legi_t1,2012,72070,250,24410,,6.896552,3,0
2012_legi_t1,2012,72071,5707,22730,21,12.057333,198,2.787287
2012_legi_t1,2012,72072,255,26170,,9.550562,4,0
2012_legi_t1,2012,72073,1164,27040,,3.916449,23,0
2012_legi_t1,2012,72074,213,26180,,7.092199,4,0
2012_legi_t1,2012,72075,996,26100,,5.608974,17,0
2012_legi_t1,2012,72076,259,27170,,4.918033,1,0
2012_legi_t1,2012,72077,436,24150,,5.108824,16,0
2012_legi_t1,2012,72078,353,23620,,8.196721,15,0
2012_legi_t1,2012,72079,308,25730,,4.022989,5,0
2012_legi_t1,2012,72080,2746,26610,,5.292007,101,0
2012_legi_t1,2012,72081,,,,,,
2012_legi_t1,2012,72082,,,,,,
2012_legi_t1,2012,72083,357,26050,,9.811321,10,0
2012_legi_t1,2012,72084,1276,25500,,7.008761,18,0
2012_legi_t1,2012,72085,177,25690,,2.479339,6,0
2012_legi_t1,2012,72086,138,27210,,6.741573,3,0
2012_legi_t1,2012,72087,460,26120,,5.867347,16,0
2012_legi_t1,2012,72088,320,25140,,10.454545,9,0
2012_legi_t1,2012,72089,1828,24300,,7.403846,72,0
2012_legi_t1,2012,72090,2838,24270,,9.985873,95,5.79682
2012_legi_t1,2012,72091,135,25150,,7.54717,4,0
2012_legi_t1,2012,72093,886,26650,,6.219313,19,0
2012_legi_t1,2012,72094,638,23620,,8.311688,14,0
2012_legi_t1,2012,72095,8049,21320,28,12.178034,139,4.092913
2012_legi_t1,2012,72096,1619,27030,,4.417074,45,0
2012_legi_t1,2012,72097,,,,,,
2012_legi_t1,2012,72098,512,24070,,11.144541,10,0
2012_legi_t1,2012,72099,641,25210,,4.071247,10,0
2012_legi_t1,2012,72100,403,24400,,7.608696,13,0
2012_legi_t1,2012,72101,670,24290,,5.348837,16,0
2012_legi_t1,2012,72102,83,,,10.344828,2,0
2012_legi_t1,2012,72103,614,23660,,8.743169,21,0
2012_legi_t1,2012,72104,585,23220,,8.943089,10,0
2012_legi_t1,2012,72105,460,28090,,5.647841,7,0
2012_legi_t1,2012,72106,910,26580,,5.405405,8,0
2012_legi_t1,2012,72107,341,27990,,5.381873,8,0
2012_legi_t1,2012,72108,,,,,,
2012_legi_t1,2012,72109,544,25610,,9.119497,12,0
